name,street_address,city,state_abbr,zip,phone_no,status,expected_date,access,network,latitude,longitude,id_number,owner,fed_agency_type,fed_agency_name,open_date,ev_connector_types
Allen Associates ,201 N Milpas St,Santa Barbara,CA,93103,805-884-8777,E,,Public - Call ahead,,34.423434,-119.68182,70575,P,,,2/21/13,J1772
G&K,255 S Grand Ave,Los Angeles,CA,90012,888-758-4389,E,,Public,ChargePoint Network,34.0536755,-118.2515421,53387,,,,,J1772
City of Los Angeles - Constituent Service Center,8475 S Vermont Ave,Los Angeles,CA,90044,213-485-7616,E,,Public,,33.9610886,-118.2917688,21405,P,,,1/31/02,
Columbia Nissan,700 7th Ave,Longview,WA,98632,360-423-4321,E,,Public - Call ahead,,46.125628,-122.928321,39785,P,,,3/15/11,J1772
CITY OF GARLAND,210 Carver Street,Garland,TX,75040,888-758-4389,E,,Public,ChargePoint Network,32.906922,-96.627873,68172,,,,,J1772
HYATT GRAND,1 Grand Cypress Blvd,Orlando,FL,32836,888-758-4389,E,,Public,ChargePoint Network,28.3821072,-81.5102338,40980,,,,,NEMA520 J1772
BRIDGEWATER C,400-418 E College St,Bridgewater,VA,22812,888-758-4389,E,,Public,ChargePoint Network,38.3768688,-78.967772,50724,,,,,NEMA520 J1772
Albertson's - Chino Country Fair,12013 Central Ave,Chino,CA,91710,877-455-3833,E,,Public - Card key at all times,eVgo Network,34.03419113,-117.6890335,69361,,,,,CHADEMO J1772 J1772COMBO
MAIN CAMPUS,911 E Pearl St,Jackson,MI,49201,888-758-4389,E,,Public,ChargePoint Network,42.2501935,-84.394841,68042,,,,,J1772
Four Seasons Hotel - Tesla,300 S Doheny Dr,Los Angeles,CA,90048,310-273-2222  877-798-3752,E,,Public,Tesla,34.0732337,-118.3892408,68973,P,,,3/1/15,TESLA
Brown Harris Wealth Management,309 N Main St,Culpeper,VA,22701,540-825-1588,E,,Private,,38.4747035,-77.9955742,75314,P,,,4/1/16,J1772
GE WattStation,1  Legends Way,Arlington,TX,76011,888-998-2546,E,,Public,GE WattStation,32.74955,-97.09131,72741,,,,,J1772
Enterprise Rent-A-Car,6320 McNair Cir,Sacramento,CA,95837,,E,,Private,OpConnect,38.681627,-121.5897032,61875,P,,,12/1/13,NEMA520 J1772
BLDG5 4  (QR 2000257),20300 Rotunda Drive,Dearborn,MI,48124,888-998-2546,E,,Private,GE WattStation,42.293152,-83.230569,73965,,,,,J1772
MGE,300 Femrite Dr,Madison,WI,53716,888-758-4389,E,,Public,ChargePoint Network,43.054554,-89.3210831,43308,,,,,NEMA520 J1772
MJ - Santa Ysabel,"30250 Julian Rd, Highway 78 & 79",Santa Ysabel,CA,92070,888-998-2546,E,,Public,Blink Network,33.109202,-116.67495,69118,,,,,CHADEMO J1772
BSMG,305 Jackson St,Durham,NC,27701,888-758-4389,E,,Public,ChargePoint Network,35.994403,-78.904802,63239,,,,,J1772
Aloft Hotel Downtown Dallas,1033 Young St,Dallas,TX,75202,888-998-2546,E,,Public,Blink Network,32.7770008,-96.8012371,47509,,,,,J1772
STATION175,Greenwood Ave,Wyncote,PA,19095,888-758-4389,E,,Public,ChargePoint Network,40.0819893,-75.1617215,71720,,,,,J1772
Urban Corps San Diego County,3127 Jefferson Street,San Diego,CA,92110,888-998-2546,E,,Public,Blink Network,32.7553934,-117.2032184,46471,,,,,J1772
Hagerstown Premium Outlets - Tesla,495 Prime Outlets Blvd,Hagerstown,MD,21740,877-798-3752,E,,Public,Tesla,39.606981,-77.734579,60103,P,,,1/1/14,TESLA
Morris Motors,1714 Savannah Hwy,Charleston,SC,29407,843-571-2810,E,,Public - Call ahead,,32.7879094,-80.0173609,47070,P,,,1/31/12,J1772
APTL 2 (QR 2000174),1500  Enterprise Dr,Allen Park,MI,48101,888-998-2546,E,,Private,GE WattStation,42.2898958,-83.19084843,73120,,,,,J1772
Quality Inn Payson - Tesla,801 N Beeline Hwy,Payson,AZ,85541,928-474-3241  877-798-3752,E,,Public,Tesla,34.2510857,-111.3218141,72230,P,,,11/1/15,TESLA
David L Lawrence Convention Center Garage,1000 Ft Duquesne Blvd,Pittsburgh,PA,15222,412-325-6144,E,,Public,,40.446578,-79.99496,50719,P,,,12/21/12,J1772
City of Sarasota - Palm Avenue Parking Garage,1289 N Palm Ave,Sarasota,FL,34236,941-365-2200,E,,Public,,27.336466,-82.544287,36933,P,,,3/15/11,J1772
CITYOF CAMPBELL,45 N 1st St,Campbell,CA,95008,888-758-4389,E,,Public,ChargePoint Network,37.2877338,-121.9452248,46713,,,,,J1772
Marriott Bellevue - Tesla,200 110th Ave,Bellevue,WA,98004,425-214-7600  877-798-3752,E,,Public,Tesla,47.612706,-122.1928133,71786,P,,,12/1/15,TESLA
CITY OF GARLAND,1490 TX-66,Garland,TX,75040,888-758-4389,E,,Public,ChargePoint Network,32.9103227,-96.6095553,67798,,,,,J1772
CITY OF BOSTON,75-91 Cambridge St,Boston,MA,2114,888-758-4389,E,,Public,ChargePoint Network,42.3611848,-71.0616151,68868,,,,,J1772
Vetehuset,105 1/2 N Main St,Lindsborg,KS,67456,,E,,Private,,38.573771,-97.676351,63258,P,,,9/2/14,J1772
401 Elliott Ave  W - F5 Networks,401 Elliott Avenue West,Seattle,WA,98119,888-998-2546,E,,Public,Blink Network,47.622276,-122.363852,50925,,,,,J1772
DoubleTree by Hilton - Tesla,888 Montebello Blvd,Rosemead,CA,91770,323-722-8800  877-798-3752,E,,Public,Tesla,34.0373479,-118.0806187,70320,P,,,6/1/15,TESLA
Capital Ford,2807 Millbrook Rd,Raleigh,NC,27616,877-659-2496,E,,Public - Call ahead,,35.8495504,-78.5862209,52378,P,,,4/1/13,J1772
University Park Mall - Tesla,6501 Grape Rd,Mishawaka,IN,46545,877-798-3752,E,,Public,Tesla,41.7188212,-86.1878432,53862,P,,,12/15/13,TESLA
"Carl's Jr - 2025 E. Katella Ave., Anaheim",2025 E Katella Avenue,Anaheim,CA,92806,888-998-2546,E,,Public,Blink Network,33.803741,-117.887863,61801,,,,,J1772
Sheehy Ford,11450 Washington Hwy,Ashland,VA,23005,,E,,Private,,37.7237374,-77.4699409,53998,P,,,9/1/13,J1772
Kwik Trip #474,2900 Cutters Grove Ave,Anoka,MN,55303,763-421-9170,E,,Public,,45.211446,-93.412685,51280,P,,,8/23/12,NEMA520
UT Dallas Research & Operations Center,"17217 Waterview Pkwy, Parking Lot V",Richardson,TX,75080,888-998-2546,E,,Private,Blink Network,32.986222,-96.757117,47537,,,,,J1772
DUKE ENERGY,404 S Mint St,Charlotte,NC,28202,888-758-4389,E,,Public,ChargePoint Network,35.227077,-80.8495179,38891,,,,,J1772
Quik Park - Tesla,180 Riverside Blvd,New York,NY,10069,212-352-0514  877-798-3752,E,,Public,Tesla,40.7784889,-73.9882723,74462,P,,,1/1/16,TESLA
PD,72399 CA-111,Palm Desert,CA,92260,888-758-4389,E,,Public,ChargePoint Network,33.7260656,-116.4044089,64721,,,,,J1772
YOUNTVILLE,6516 Washington Street,Yountville,CA,94599,888-758-4389,E,,Public,ChargePoint Network,38.402311,-122.359892,72547,,,,,J1772
IRVINE CO OFC,250 Spectrum,Irvine,CA,92618,888-758-4389,E,,Public,ChargePoint Network,33.6532806,-117.7509609,72541,,,,,J1772
NATIONAL GRID,196 E Main St,Milford,MA,1757,888-758-4389,E,,Public,ChargePoint Network,42.1510201,-71.4997787,44925,,,,,J1772
Landers McLarty Nissan,2501 SE Moberly Ln,Bentonville,AR,72712,479-845-8484,E,,Public - Call ahead,,36.3454219,-94.1835127,44381,P,,,11/30/11,J1772
2999 OAK ROAD,2999 Oak Rd,Walnut Creek,CA,94597,888-758-4389,E,,Public,ChargePoint Network,37.9279528,-122.0577894,41224,,,,,NEMA520 J1772
Southport Plaza,1600 S Delaware Ave,Philadelphia,PA,19148,855-900-7584,E,,Public,Greenlots,39.9133512,-75.1387741,68372,P,,,5/1/15,CHADEMO J1772COMBO
Jim M'Lady Nissan,5656 Northwest Hwy,Crystal Lake,IL,60014,815-459-2288,E,,Private,,42.227158,-88.306715,46812,P,,,1/31/12,J1772
STATION FM,Snelling Dr,Morrow,GA,30260,888-758-4389,E,,Public,ChargePoint Network,33.5971782,-84.3268334,66619,,,,,J1772
MBTA,402-698 Blue Hill Dr,Westwood,MA,2090,888-758-4389,E,,Public,ChargePoint Network,42.2110994,-71.1496936,50373,,,,,J1772
JNS,5625 N Ridge Ave,Chicago,IL,60660,888-758-4389,E,,Public,ChargePoint Network,41.9842884,-87.6606336,63463,,,,,J1772
Providence - Portland Medical Center - Glisan Parking Garage North,4805 NE Glisan St,Portland,OR,97213,888-998-2546,E,,Public,Blink Network,45.528228,-122.612778,46449,,,,,J1772
AMESBURY,10 Water St,Amesbury,MA,1913,888-758-4389,E,,Public,ChargePoint Network,42.8573146,-70.9293099,64919,,,,,J1772
BUILDING 351,Durand Rd,Cleveland,OH,44135,888-758-4389,E,,Public,ChargePoint Network,41.4143665,-81.8652248,75378,,,,,J1772
GROUPHEALTH PYP,1007 39th Ave,Puyallup,WA,98374,888-758-4389,E,,Public,ChargePoint Network,47.1547993,-122.2811232,49762,,,,,J1772 NEMA520
Island Hospital Behind M.O.B. Building,1211 24th Street,Anacortes,WA,98221,800-663-5633,E,,Public - Card key at all times,SemaCharge Network,48.5006578,-122.6159562,68237,,,,,J1772
ROYAL FARMS,105 S Stewart Ave,Ridley Park,PA,19078,888-758-4389,E,,Public,ChargePoint Network,39.8692689,-75.3192275,71589,,,,,J1772COMBO
SC Garage A Station F,2200  Mission College Blvd,Santa Clara,CA,95054,888-998-2546,E,,Private,GE WattStation,37.38727672,-121.9624646,72725,,,,,J1772
ECO,75 Brainerd Rd,Allston,MA,2134,888-758-4389,E,,Public,ChargePoint Network,42.3478572,-71.1343493,65494,,,,,J1772
Hocking College,30140 Iles Rd,Logan,OH,43138,740-380-9315,E,,Public,,39.558938,-82.459188,35273,P,,,11/15/09,NEMA520 J1772
City of Ukiah - Public Parking Lot,N Oak & W Standley St,Ukiah,CA,95482,707-467-5711,E,,Public,,39.15,-123.2091,33544,LG,,,11/30/08,J1772
GE WattStation,10400  Fernwood Rd,Bethesda,MD,20817,888-998-2546,E,,Private,GE WattStation,39.0249093,-77.139999,72715,,,,,J1772
SAN JOSE,288 S 2nd St,San Jose,CA,95113,888-758-4389,E,,Public,ChargePoint Network,37.3324394,-121.8863068,55960,,,,,J1772
Oracle,One Oracle Dr,Nashua,NH,3062,,E,,Private,,42.710507,-71.460507,64396,P,,,12/15/14,J1772
NATIONAL GRID,593 Eddy St,Providence,RI,2903,888-758-4389,E,,Public,ChargePoint Network,41.812539,-71.407599,53050,,,,,J1772
Kamaaina Nissan,471 Kalanianaole Ave,Hilo,HI,96720,808-930-6477,E,,Public,,19.7263729,-155.0576667,74622,P,,,3/1/16,J1772
Florida Power & Light - Central Garage,122 SW 3rd St,Miami,FL,33130,,E,,Private,,25.770193,-80.196634,41093,T,,,9/1/11,J1772
Nissan of McKinney,3800 S Central Expy,McKinney,TX,75069,214-544-4900,E,,Private,,33.1602173,-96.6465734,48241,P,,,3/15/11,J1772
EV CHARGER,Audrie St,Paradise,NV,89109,888-758-4389,E,,Public,ChargePoint Network,36.1196466,-115.1689188,64866,,,,,J1772
WINDERMERE CAY,8200 Jayme Dr,Winter Garden,FL,34787,888-758-4389,E,,Public,ChargePoint Network,28.4329295,-81.5810856,58279,,,,,J1772
New Brunswick Parking Authority,95 Patterson St,New Brunswick,NJ,8901,732-545-3118,E,,Public,,40.4946368,-74.4475891,65671,P,,,4/30/13,NEMA515 J1772
Maui Beach Hotel,170 Kaahumanu Ave,Kahului,HI,96732,808-877-0051,E,,Public,,20.890185,-156.471059,51528,P,,,12/27/12,NEMA520
Vallejo Nissan,3287 Sonoma Blvd,Vallejo,CA,94590,707-643-8291,E,,Public - Call ahead,,38.1181495,-122.2552519,39955,P,,,3/15/11,J1772
La Quinta Inn & Suites - Grand Prairie,2131 W I-20 Service Rd,Grand Prairie,TX,75052,888-998-2546,E,,Public,Blink Network,32.680911,-97.058845,50197,,,,,J1772
City of Pasadena - De Lacey Garage,45 De Lacey Ave,Pasadena,CA,91105,626-744-7665,E,,Public,,34.1449545,-118.1522347,6506,LG,,,8/30/97,J1772
Victoria National - Tesla,2000 Victoria National Blvd,Newburgh,IN,47630,812-858-8230  877-798-3752,E,,Public - Call ahead,Tesla,38.0053594,-87.3584722,72108,P,,,11/1/15,TESLA
GONZALES,2410 Tanger Blvd,Gonzales,LA,70737,888-758-4389,E,,Public,ChargePoint Network,30.2126999,-90.9520922,67786,,,,,J1772
ATC,1100 North Blvd,Oak Park,IL,60301,888-758-4389,E,,Public,ChargePoint Network,41.8873149,-87.8013794,55750,,,,,J1772
Pinnacle Nissan,7601 E Frank Lloyd Wright Blvd,Scottsdale,AZ,85260,480-998-9800,E,,Private,,33.634505,-111.915838,48344,P,,,3/15/11,J1772
Advocate BroMenn,1304 Franklin,Normal,IL,61761,309-454-0755,E,,Public,,40.4963905,-88.9910596,61473,P,,,12/1/13,J1772
The Crossings Premium Outlets - Tesla,1000 Premium Outlets Dr,Tannersville,PA,18372,877-798-3752,E,,Public,Tesla,41.0478287,-75.3122875,74237,P,,,12/31/15,TESLA
NATIONAL GRID,7 Northside Dr,Clifton Park,NY,12065,888-758-4389,E,,Public,ChargePoint Network,42.8632621,-73.7717436,52020,,,,,J1772
KCP&L,625 S W U.S. Hwy 40 @ HyVee,Blue Springs,MO,64014,888-758-4389,E,,Public,ChargePoint Network,39.0101867,-94.2723137,68798,,,,,J1772
DEPT OF ECOLOGY,1250 West Alder,Union Gap,WA,98903,888-758-4389,E,,Public,ChargePoint Network,46.5580675,-120.4956834,67827,,,,,J1772
ComEd,1700 Spencer Rd,Joliet,IL,60433,,E,,Private,,41.4948532,-88.0333829,73397,T,,,1/12/15,J1772
Victory Nissan West,2219 Highway 46 S,Dickson,TN,37055,615-446-7070,E,,Private,,36.024214,-87.339945,47817,P,,,3/15/11,J1772
Hotel Monaco Portland- Kimpton,506 SW Washington St,Portland,OR,97204,888-998-2546,E,,Private,Blink Network,45.520175,-122.677128,44887,,,,,J1772
Nissan of Murfreesboro,814 Memorial Blvd,Murfreesboro,TN,37129,615-893-0252,E,,Public - Call ahead,,35.854097,-86.394843,39821,P,,,3/15/11,J1772 CHADEMO
ESSEX,900 Folsom Street,San Francisco,CA,94103,888-758-4389,E,,Public,ChargePoint Network,37.7801255,-122.4041901,66429,,,,,J1772
Whole Foods - Santa Rosa,733 Coddingtown Center,Santa Rosa,CA,95401,877-455-3833,E,,Public - Card key at all times,eVgo Network,38.45825958,-122.7322845,71257,,,,,J1772
Westar Energy - Hutchinson Energy Center,3200 E 30th,Hutchinson,KS,67502,800-383-1183,E,,Private,,38.0902,-97.8716,64538,T,,,12/1/13,J1772
COUNTY SONOMA,2300 County Center Drive,Santa Rosa,CA,95403,888-758-4389,E,,Public,ChargePoint Network,38.4620056,-122.7253838,36350,,,,,NEMA520 J1772
CUPERTINO,10185 North Stelling Rd,Cupertino,CA,95014,888-758-4389,E,,Public,ChargePoint Network,37.3254394,-122.042351,71854,,,,,J1772
Bill Cole Nissan,2701 Winchester Ave,Ashland,KY,41101,606-329-2288,E,,Private,,38.4719637,-82.626256,47176,P,,,1/31/12,J1772
EAST PARKING,734 Fairmount Ave S,Pasadena,CA,91105,888-758-4389,E,,Public,ChargePoint Network,34.1330551,-118.1516967,73662,,,,,J1772
Fuccillo Nissan,3893 Route 31,Liverpool,NY,13090,315-944-3200,E,,Private,,43.185323,-76.2418894,70460,P,,,9/15/14,J1772
Grand Rapids Ranch Bed and Breakfast - Tesla,8769 E Paris Ave SE,Caledonia,MI,49316,616-206-5678  877-798-3752,E,,Public,Tesla,42.805252,-85.567809,71697,P,,,12/1/15,TESLA
Lithia Nissan,600 N Central Ave,Medford,OR,97501,541-773-3655,E,,Private,,42.331838,-122.876341,44243,P,,,3/15/11,J1772
iPark - Tesla,44 Elizabeth St,New York,NY,10013,855-472-7569  877-798-3752,E,,Public,Tesla,40.7169064,-73.9964708,74537,P,,,2/1/16,TESLA
Thurston House - Tesla,851 Lake Ave,Maitland,FL,32751,407-539-1911  877-798-3752,E,,Public,Tesla,28.618898,-81.373653,75126,P,,,2/1/16,TESLA
QS/1 Headquarters,201 W Saint John St,Spartanburg,SC,29306,864-253-8600,E,,Public,,34.950057,-81.934871,48642,P,,,5/30/12,J1772
Melloy Nissan,7707 Lomas Blvd,Albuquerque,NM,87110,505-265-8721,E,,Private,,35.0873366,-106.5619095,49921,P,,,10/25/12,J1772
King Windward Nissan,45-568 Kamehameha Hwy,Kaneohe,HI,96744,808-235-6433,E,,Public - Call ahead,,21.399172,-157.799149,39997,P,,,3/15/11,J1772 CHADEMO
AOL Parking Garage,395 Page Mill Rd,Palo Alto,CA,94306,,E,,Private,,37.42562103,-122.1391,41348,P,,,9/1/11,NEMA520 J1772
Kaiser Test Unit -  A,"11390 West Olympic BoulevardSte 250",LA,CA,90064,800-663-5633,E,,Public - Card key at all times,SemaCharge Network,34.0371343,-118.4427025,71584,,,,,J1772
Germain Ford,7250 Sawmill Rd,Columbus,OH,43235,614-889-7777,E,,Private,,40.1134257,-83.0904531,51692,P,,,3/1/13,J1772
United Parcel Service,22 Brookline Dr,Laguna Hills,CA,92656,,E,,Private,,33.5884922,-117.7290749,74646,P,,,3/1/16,J1772
AUSTINCOMMUNITY,4400 College Park Dr,Round Rock,TX,78665,888-758-4389,E,,Public,ChargePoint Network,30.561581,-97.657045,43281,,,,,NEMA520 J1772
CITY OF SALINAS,20 E Market Street,Salinas,CA,93901,888-758-4389,E,,Public,ChargePoint Network,36.6776791,-121.6545008,51722,,,,,NEMA520 J1772
Michigan DTMB - Joint Operations Center,615 W Allegan,Lansing,MI,48893,,E,,Private,,42.4473881,-85.6520492,67315,SG,,,3/26/13,J1772
Sacramento Municipal Utility District - Customer Service Center,6300 S St,Sacramento,CA,95817,916-452-3211,E,,Public,,38.5517974,-121.4306558,66875,T,,,1/1/15,J1772
Prime Volkswagen,784 Portland Rd,Saco,ME,4072,207-283-2900,E,,Public,,43.5296025,-70.4272766,64928,P,,,4/1/14,J1772
ORACLE SCA,Leonard Stocking Dr,Santa Clara,CA,95054,888-758-4389,E,,Public,ChargePoint Network,37.3920677,-121.9535434,52614,,,,,J1772
FRED MEYER - #242 Oregon City,1839 Molalla Avenue,Oregon City,OR,97045,888-998-2546,E,,Public,Blink Network,45.330009,-122.585212,48298,,,,,J1772
Dulles Town Center,21076 Dulles Town Circle,Dulles,VA,20166,877-455-3833,E,,Public - Card key at all times,eVgo Network,39.03288651,-77.42218018,73280,,,,,J1772COMBO
TRILOGY,1330 Boylston St,Boston,MA,2215,888-758-4389,E,,Public,ChargePoint Network,42.3440699,-71.0984691,62133,,,,,J1772
WILSHIREVERMONT,3183 Wilshire Blvd,Los Angeles,CA,90005,888-758-4389,E,,Public,ChargePoint Network,34.0624616,-118.2908319,68252,,,,,J1772
The Mercersburg Inn - Tesla,405 S Main St,Mercersburg,PA,17236,717-328-5231  877-798-3752,E,,Public,Tesla,39.8232002,-77.901668,75201,P,,,1/1/16,TESLA
City of Columbia - Park Street Garage,1007 Park St,Columbia,SC,29201,803-545-4015,E,,Public,,33.9978,-81.036153,38306,LG,,,3/15/11,J1772
CITY OF EUSTIS,1-99 S Eustis St,Eustis,FL,32726,888-758-4389,E,,Public,ChargePoint Network,28.8524609,-81.6845551,38796,,,,,NEMA520 J1772
Round Rock Premium Outlets- Near Justice Outlet Store,4401 Interstate 35 Frontage Rd,Round Rock,TX,78664,877-455-3833,E,,Public - Card key at all times,eVgo Network,30.56453133,-97.68894958,73222,,,,,J1772
KING COUNTY DOT,S Kirkland P&R,Kirkland,WA,98033,888-758-4389,E,,Public,ChargePoint Network,47.6436577,-122.196419,63549,,,,,J1772
Let's Do Lunch,1720 Regal Row,Dallas,TX,75235,888-998-2546,E,,Public,Blink Network,32.836744,-96.871671,75091,,,,,J1772
Jarrett Ford,1305 US 27 N,Avon Park,FL,33825,888-305-8829,E,,Public - Call ahead,,27.5778212,-81.5143313,53948,P,,,4/1/13,J1772
MIT CAMPUS,62 Massachusetts Institute of TechnologyAlbany St,Cambridge,MA,2139,888-758-4389,E,,Public,ChargePoint Network,42.3613967,-71.0946969,66277,,,,,J1772
Kitsap Transit - South Base,1430 Retsil Rd,Port Orchard,WA,98366,800-501-7433,E,,Public - Card key at all times,,46.979315,-122.914031,52396,P,,,7/15/13,J1772
SEAWORLD SD,500 Seaworld Drive,San Diego,CA,92109,888-758-4389,E,,Public,ChargePoint Network,32.7639528,-117.2267477,43214,,,,,J1772
The Golf Club at Black Rock - Tesla,18168 S Kimberlite Dr,Coeur d'Alene,ID,83814,208-676-8999  877-798-3752,E,,Public,Tesla,47.511424,-116.870453,73790,P,,,2/1/16,TESLA
210,2890 Woodbridge Ave,Edison,NJ,8837,888-758-4389,E,,Public,ChargePoint Network,40.5154349,-74.3577372,62436,,,,,J1772
Janss Road Park N' Ride Lot,1372 E. Janss Road,Thousand Oaks,CA,91362,888-998-2546,E,,Public,Blink Network,34.199548,-118.853239,64843,,,,,J1772
U-Drop Inn - Tesla,107 E 12th St,Shamrock,TX,79079,877-798-3752,E,,Public,Tesla,35.2264862,-100.2489875,67217,P,,,3/1/15,TESLA
FNF,601 Riverside Ave,Jacksonville,FL,32204,888-758-4389,E,,Public,ChargePoint Network,30.3193482,-81.675032,73146,,,,,J1772
CITY OF REDMOND,15670 NE 85th St,Redmond,WA,98052,888-758-4389,E,,Public,ChargePoint Network,47.6792243,-122.1299498,38959,,,,,J1772
Priority Nissan of Chantilly,14840 Stonecroft Center Ct,Chantilly,VA,20151,703-889-3700,E,,Private,,38.8994005,-77.4621997,48259,P,,,3/15/11,J1772
Biller Summers Nissan,3301 S Jeffers St,North Platte,NE,69101,800-970-2555,E,,Private,,41.1040786,-100.7626109,74659,P,,,3/1/16,J1772
Balboa Bay Resort - Tesla,1221 West Coast Hwy,Newport Beach,CA,92663,949-645-5000  877-798-3752,E,,Public,Tesla,33.615623,-117.9149959,68906,P,,,6/1/15,TESLA
Spartanburg Marriott,299 N Church St,Spartanburg,SC,29306,864-596-1211,E,,Public,,34.954092,-81.933172,45786,LG,,,2/1/12,J1772
Best Western Plus Heritage Inn,151 E McLeod Rd,Bellingham,WA,98226,360-647-1912  877-798-3752,E,,Public,Tesla,48.783251,-122.483918,62692,P,,,3/21/14,J1772 TESLA
Marina del Rey Marriott - Tesla,4100 Admiralty Way,Marina del Rey,CA,90292,310-301-3000  877-798-3752,E,,Public,Tesla,33.9824273,-118.4598133,70327,P,,,8/1/15,TESLA
UNC,104 Ridge Rd,Chapel Hill,NC,27514,888-758-4389,E,,Public,ChargePoint Network,35.9060678,-79.0456786,63303,,,,,J1772
MEBANE,4000 Arrowhead Blvd,Mebane,NC,27302,888-758-4389,E,,Public,ChargePoint Network,36.0735226,-79.2685525,67172,,,,,J1772
KCP&L,16250 W. 135th St. @ Kohls,Olathe,KS,66062,888-758-4389,E,,Public,ChargePoint Network,38.8846852,-94.7734394,70781,,,,,J1772
Southern California Edison - Victorville Service Center,12353 Hesperia Rd,Victorville,CA,92392,,E,,Private,,34.475937,-117.289514,32854,T,,,1/15/08,
Los Angeles County - Martin Luther King Hospital,1670 E 120th St,Los Angeles ,CA,90059,323-267-2023,E,,Public,,33.9239215,-118.2453866,63737,LG,,,10/1/14,J1772
Holiday Inn Express - Tesla,1620 Canyon Rd,Ellensburg,WA,98926,877-798-3752,E,,Public,Tesla,46.9768472,-120.54101,53967,P,,,12/15/13,TESLA
MURRIETA VW,41300 Date St,Murrieta,CA,92562,888-758-4389,E,,Public,ChargePoint Network,33.5316667,-117.1711111,66863,,,,,J1772
York Electric Co-op,1385 Alexander Love Hwy,York,SC,29745,803-684-4248,E,,Public,,34.9896442,-81.2057018,48586,LG,,,5/30/12,J1772
Central Parking - 101 Constitution,101 Constitution Avenue Northwest,Washington,DC,20001,800-663-5633,E,,Public - Card key at all times,SemaCharge Network,38.8926815,-77.0131214,66340,,,,,J1772
CATHERINE,300 Barton Springs Rd,Austin,TX,78704,888-758-4389,E,,Public,ChargePoint Network,30.2592081,-97.7476868,69822,,,,,J1772
Cheeca Lodge and Spa - Tesla,81801 Overseas Hwy,Islamorada,FL,33036,844-993-9713  877-798-3752,E,,Public,Tesla,24.916259,-80.6345724,68462,P,,,4/1/15,TESLA
Kwik Trip #177,9855 Hart Blvd,Monticello,MN,55362,763-295-0689,E,,Public,,45.293425,-93.76782,71632,P,,,9/10/15,NEMA520
